element,ion,band,holding,tier,route,treatment,line_set,product_A,wavelength_air_A,line_A,red_chi2,in_aggregate,excluded_reason,nlte_delta_dex,nlte_source,perline_artifact
Fe,I,VIS,solar_kpno_molecfit_corrected,GRADED,SYNTH,synth-mean3D-LTE-gerber-stagger,,7.552,5129.631,7.659,60.512,True,,0.0,"none — LTE, no departure applied",FeI_4200_6910_kpno_solar_atlas_solar_kpno_molecfit_corrected_SYNTH_GRADED_synth-mean3D-LTE-gerber-stagger_lines.csv
Fe,I,VIS,solar_kpno_molecfit_corrected,GRADED,SYNTH,synth-mean3D-LTE-gerber-stagger,,7.552,5285.127,7.694,54.542,True,,0.0,"none — LTE, no departure applied",FeI_4200_6910_kpno_solar_atlas_solar_kpno_molecfit_corrected_SYNTH_GRADED_synth-mean3D-LTE-gerber-stagger_lines.csv
Fe,I,VIS,solar_kpno_molecfit_corrected,GRADED,SYNTH,synth-mean3D-LTE-gerber-stagger,,7.552,5288.525,7.425,60.232,True,,0.0,"none — LTE, no departure applied",FeI_4200_6910_kpno_solar_atlas_solar_kpno_molecfit_corrected_SYNTH_GRADED_synth-mean3D-LTE-gerber-stagger_lines.csv
Fe,I,VIS,solar_kpno_molecfit_corrected,GRADED,SYNTH,synth-mean3D-LTE-gerber-stagger,,7.552,5373.709,7.51,58.603,True,,0.0,"none — LTE, no departure applied",FeI_4200_6910_kpno_solar_atlas_solar_kpno_molecfit_corrected_SYNTH_GRADED_synth-mean3D-LTE-gerber-stagger_lines.csv
Fe,I,VIS,solar_kpno_molecfit_corrected,GRADED,SYNTH,synth-mean3D-LTE-gerber-stagger,,7.552,5379.574,7.539,60.348,True,,0.0,"none — LTE, no departure applied",FeI_4200_6910_kpno_solar_atlas_solar_kpno_molecfit_corrected_SYNTH_GRADED_synth-mean3D-LTE-gerber-stagger_lines.csv
Fe,I,VIS,solar_kpno_molecfit_corrected,GRADED,SYNTH,synth-mean3D-LTE-gerber-stagger,,7.552,5403.822,7.358,137.958,True,,0.0,"none — LTE, no departure applied",FeI_4200_6910_kpno_solar_atlas_solar_kpno_molecfit_corrected_SYNTH_GRADED_synth-mean3D-LTE-gerber-stagger_lines.csv
Fe,I,VIS,solar_kpno_molecfit_corrected,GRADED,SYNTH,synth-mean3D-LTE-gerber-stagger,,7.552,5473.9,7.605,78.27,True,,0.0,"none — LTE, no departure applied",FeI_4200_6910_kpno_solar_atlas_solar_kpno_molecfit_corrected_SYNTH_GRADED_synth-mean3D-LTE-gerber-stagger_lines.csv
Fe,I,VIS,solar_kpno_molecfit_corrected,GRADED,SYNTH,synth-mean3D-LTE-gerber-stagger,,7.552,5481.438,7.706,60.821,True,,0.0,"none — LTE, no departure applied",FeI_4200_6910_kpno_solar_atlas_solar_kpno_molecfit_corrected_SYNTH_GRADED_synth-mean3D-LTE-gerber-stagger_lines.csv
Fe,I,VIS,solar_kpno_molecfit_corrected,GRADED,SYNTH,synth-mean3D-LTE-gerber-stagger,,7.552,5483.099,7.556,59.292,True,,0.0,"none — LTE, no departure applied",FeI_4200_6910_kpno_solar_atlas_solar_kpno_molecfit_corrected_SYNTH_GRADED_synth-mean3D-LTE-gerber-stagger_lines.csv
Fe,I,VIS,solar_kpno_molecfit_corrected,GRADED,SYNTH,synth-mean3D-LTE-gerber-stagger,,7.552,5493.499,6.923,116.237,True,,0.0,"none — LTE, no departure applied",FeI_4200_6910_kpno_solar_atlas_solar_kpno_molecfit_corrected_SYNTH_GRADED_synth-mean3D-LTE-gerber-stagger_lines.csv
Fe,I,VIS,solar_kpno_molecfit_corrected,GRADED,SYNTH,synth-mean3D-LTE-gerber-stagger,,7.552,5532.747,7.298,66.214,True,,0.0,"none — LTE, no departure applied",FeI_4200_6910_kpno_solar_atlas_solar_kpno_molecfit_corrected_SYNTH_GRADED_synth-mean3D-LTE-gerber-stagger_lines.csv
Fe,I,VIS,solar_kpno_molecfit_corrected,GRADED,SYNTH,synth-mean3D-LTE-gerber-stagger,,7.552,5538.516,7.576,58.732,True,,0.0,"none — LTE, no departure applied",FeI_4200_6910_kpno_solar_atlas_solar_kpno_molecfit_corrected_SYNTH_GRADED_synth-mean3D-LTE-gerber-stagger_lines.csv
Fe,I,VIS,solar_kpno_molecfit_corrected,GRADED,SYNTH,synth-mean3D-LTE-gerber-stagger,,7.552,5554.894,7.434,113.89,True,,0.0,"none — LTE, no departure applied",FeI_4200_6910_kpno_solar_atlas_solar_kpno_molecfit_corrected_SYNTH_GRADED_synth-mean3D-LTE-gerber-stagger_lines.csv
Fe,I,VIS,solar_kpno_molecfit_corrected,GRADED,SYNTH,synth-mean3D-LTE-gerber-stagger,,7.552,5563.6,7.49,64.088,True,,0.0,"none — LTE, no departure applied",FeI_4200_6910_kpno_solar_atlas_solar_kpno_molecfit_corrected_SYNTH_GRADED_synth-mean3D-LTE-gerber-stagger_lines.csv
Fe,I,VIS,solar_kpno_molecfit_corrected,GRADED,SYNTH,synth-mean3D-LTE-gerber-stagger,,7.552,5573.102,7.552,90.209,True,,0.0,"none — LTE, no departure applied",FeI_4200_6910_kpno_solar_atlas_solar_kpno_molecfit_corrected_SYNTH_GRADED_synth-mean3D-LTE-gerber-stagger_lines.csv
Fe,I,VIS,solar_kpno_molecfit_corrected,GRADED,SYNTH,synth-mean3D-LTE-gerber-stagger,,7.552,5602.767,7.656,65.011,True,,0.0,"none — LTE, no departure applied",FeI_4200_6910_kpno_solar_atlas_solar_kpno_molecfit_corrected_SYNTH_GRADED_synth-mean3D-LTE-gerber-stagger_lines.csv
Fe,I,VIS,solar_kpno_molecfit_corrected,GRADED,SYNTH,synth-mean3D-LTE-gerber-stagger,,7.552,5618.632,7.473,69.372,True,,0.0,"none — LTE, no departure applied",FeI_4200_6910_kpno_solar_atlas_solar_kpno_molecfit_corrected_SYNTH_GRADED_synth-mean3D-LTE-gerber-stagger_lines.csv
Fe,I,VIS,solar_kpno_molecfit_corrected,GRADED,SYNTH,synth-mean3D-LTE-gerber-stagger,,7.552,5638.262,7.552,69.892,True,,0.0,"none — LTE, no departure applied",FeI_4200_6910_kpno_solar_atlas_solar_kpno_molecfit_corrected_SYNTH_GRADED_synth-mean3D-LTE-gerber-stagger_lines.csv
Fe,I,VIS,solar_kpno_molecfit_corrected,GRADED,SYNTH,synth-mean3D-LTE-gerber-stagger,,7.552,5658.532,7.495,75.983,True,,0.0,"none — LTE, no departure applied",FeI_4200_6910_kpno_solar_atlas_solar_kpno_molecfit_corrected_SYNTH_GRADED_synth-mean3D-LTE-gerber-stagger_lines.csv
Fe,I,VIS,solar_kpno_molecfit_corrected,GRADED,SYNTH,synth-mean3D-LTE-gerber-stagger,,7.552,5705.992,7.658,92.74,True,,0.0,"none — LTE, no departure applied",FeI_4200_6910_kpno_solar_atlas_solar_kpno_molecfit_corrected_SYNTH_GRADED_synth-mean3D-LTE-gerber-stagger_lines.csv
Fe,I,VIS,solar_kpno_molecfit_corrected,GRADED,SYNTH,synth-mean3D-LTE-gerber-stagger,,7.552,5712.131,7.578,55.99,True,,0.0,"none — LTE, no departure applied",FeI_4200_6910_kpno_solar_atlas_solar_kpno_molecfit_corrected_SYNTH_GRADED_synth-mean3D-LTE-gerber-stagger_lines.csv
Fe,I,VIS,solar_kpno_molecfit_corrected,GRADED,SYNTH,synth-mean3D-LTE-gerber-stagger,,7.552,5717.833,7.638,68.47,True,,0.0,"none — LTE, no departure applied",FeI_4200_6910_kpno_solar_atlas_solar_kpno_molecfit_corrected_SYNTH_GRADED_synth-mean3D-LTE-gerber-stagger_lines.csv
Fe,I,VIS,solar_kpno_molecfit_corrected,GRADED,SYNTH,synth-mean3D-LTE-gerber-stagger,,7.552,5753.122,7.659,79.668,True,,0.0,"none — LTE, no departure applied",FeI_4200_6910_kpno_solar_atlas_solar_kpno_molecfit_corrected_SYNTH_GRADED_synth-mean3D-LTE-gerber-stagger_lines.csv
Fe,I,VIS,solar_kpno_molecfit_corrected,GRADED,SYNTH,synth-mean3D-LTE-gerber-stagger,,7.552,5775.081,7.652,92.489,True,,0.0,"none — LTE, no departure applied",FeI_4200_6910_kpno_solar_atlas_solar_kpno_molecfit_corrected_SYNTH_GRADED_synth-mean3D-LTE-gerber-stagger_lines.csv
Fe,I,VIS,solar_kpno_molecfit_corrected,GRADED,SYNTH,synth-mean3D-LTE-gerber-stagger,,7.552,5784.658,7.695,59.808,True,,0.0,"none — LTE, no departure applied",FeI_4200_6910_kpno_solar_atlas_solar_kpno_molecfit_corrected_SYNTH_GRADED_synth-mean3D-LTE-gerber-stagger_lines.csv
Fe,I,VIS,solar_kpno_molecfit_corrected,GRADED,SYNTH,synth-mean3D-LTE-gerber-stagger,,7.552,6003.011,7.729,110.407,True,,0.0,"none — LTE, no departure applied",FeI_4200_6910_kpno_solar_atlas_solar_kpno_molecfit_corrected_SYNTH_GRADED_synth-mean3D-LTE-gerber-stagger_lines.csv
Fe,I,VIS,solar_kpno_molecfit_corrected,GRADED,SYNTH,synth-mean3D-LTE-gerber-stagger,,7.552,6008.556,7.717,63.505,True,,0.0,"none — LTE, no departure applied",FeI_4200_6910_kpno_solar_atlas_solar_kpno_molecfit_corrected_SYNTH_GRADED_synth-mean3D-LTE-gerber-stagger_lines.csv
Fe,I,VIS,solar_kpno_molecfit_corrected,GRADED,SYNTH,synth-mean3D-LTE-gerber-stagger,,7.552,6056.005,7.552,58.48,True,,0.0,"none — LTE, no departure applied",FeI_4200_6910_kpno_solar_atlas_solar_kpno_molecfit_corrected_SYNTH_GRADED_synth-mean3D-LTE-gerber-stagger_lines.csv
Fe,I,VIS,solar_kpno_molecfit_corrected,GRADED,SYNTH,synth-mean3D-LTE-gerber-stagger,,7.552,6141.731,8.309,66.34,True,,0.0,"none — LTE, no departure applied",FeI_4200_6910_kpno_solar_atlas_solar_kpno_molecfit_corrected_SYNTH_GRADED_synth-mean3D-LTE-gerber-stagger_lines.csv
Fe,I,VIS,solar_kpno_molecfit_corrected,GRADED,SYNTH,synth-mean3D-LTE-gerber-stagger,,7.552,6232.64,7.574,58.67,True,,0.0,"none — LTE, no departure applied",FeI_4200_6910_kpno_solar_atlas_solar_kpno_molecfit_corrected_SYNTH_GRADED_synth-mean3D-LTE-gerber-stagger_lines.csv
Fe,I,VIS,solar_kpno_molecfit_corrected,GRADED,SYNTH,synth-mean3D-LTE-gerber-stagger,,7.552,6315.811,7.457,63.201,True,,0.0,"none — LTE, no departure applied",FeI_4200_6910_kpno_solar_atlas_solar_kpno_molecfit_corrected_SYNTH_GRADED_synth-mean3D-LTE-gerber-stagger_lines.csv
Fe,I,VIS,solar_kpno_molecfit_corrected,GRADED,SYNTH,synth-mean3D-LTE-gerber-stagger,,7.552,6336.823,7.598,82.386,True,,0.0,"none — LTE, no departure applied",FeI_4200_6910_kpno_solar_atlas_solar_kpno_molecfit_corrected_SYNTH_GRADED_synth-mean3D-LTE-gerber-stagger_lines.csv
Fe,I,VIS,solar_kpno_molecfit_corrected,GRADED,SYNTH,synth-mean3D-LTE-gerber-stagger,,7.552,6408.017,7.596,99.587,True,,0.0,"none — LTE, no departure applied",FeI_4200_6910_kpno_solar_atlas_solar_kpno_molecfit_corrected_SYNTH_GRADED_synth-mean3D-LTE-gerber-stagger_lines.csv
Fe,I,VIS,solar_kpno_molecfit_corrected,GRADED,SYNTH,synth-mean3D-LTE-gerber-stagger,,7.552,6627.544,7.662,64.696,True,,0.0,"none — LTE, no departure applied",FeI_4200_6910_kpno_solar_atlas_solar_kpno_molecfit_corrected_SYNTH_GRADED_synth-mean3D-LTE-gerber-stagger_lines.csv
Fe,I,VIS,solar_kpno_molecfit_corrected,GRADED,SYNTH,synth-mean3D-LTE-gerber-stagger,,7.552,6663.231,7.487,72.692,True,,0.0,"none — LTE, no departure applied",FeI_4200_6910_kpno_solar_atlas_solar_kpno_molecfit_corrected_SYNTH_GRADED_synth-mean3D-LTE-gerber-stagger_lines.csv
Fe,I,VIS,solar_kpno_molecfit_corrected,GRADED,SYNTH,synth-mean3D-LTE-gerber-stagger,,7.552,6705.101,7.377,114.998,True,,0.0,"none — LTE, no departure applied",FeI_4200_6910_kpno_solar_atlas_solar_kpno_molecfit_corrected_SYNTH_GRADED_synth-mean3D-LTE-gerber-stagger_lines.csv
Fe,I,VIS,solar_kpno_molecfit_corrected,GRADED,SYNTH,synth-mean3D-LTE-gerber-stagger,,7.552,6725.356,7.425,68.418,True,,0.0,"none — LTE, no departure applied",FeI_4200_6910_kpno_solar_atlas_solar_kpno_molecfit_corrected_SYNTH_GRADED_synth-mean3D-LTE-gerber-stagger_lines.csv
Fe,I,VIS,solar_kpno_molecfit_corrected,GRADED,SYNTH,synth-mean3D-LTE-gerber-stagger,,7.552,6841.339,7.317,57.542,True,,0.0,"none — LTE, no departure applied",FeI_4200_6910_kpno_solar_atlas_solar_kpno_molecfit_corrected_SYNTH_GRADED_synth-mean3D-LTE-gerber-stagger_lines.csv
Fe,I,VIS,solar_kpno_molecfit_corrected,GRADED,SYNTH,synth-mean3D-LTE-gerber-stagger,,7.552,6843.655,7.499,106.174,True,,0.0,"none — LTE, no departure applied",FeI_4200_6910_kpno_solar_atlas_solar_kpno_molecfit_corrected_SYNTH_GRADED_synth-mean3D-LTE-gerber-stagger_lines.csv
Fe,I,VIS,solar_kpno_molecfit_corrected,GRADED,SYNTH,synth-mean3D-LTE-gerber-stagger,,7.552,6855.161,7.551,60.238,True,,0.0,"none — LTE, no departure applied",FeI_4200_6910_kpno_solar_atlas_solar_kpno_molecfit_corrected_SYNTH_GRADED_synth-mean3D-LTE-gerber-stagger_lines.csv
Fe,I,VIS,solar_kpno_molecfit_corrected,GRADED,SYNTH,synth-mean3D-LTE-gerber-stagger,,7.552,6858.148,7.517,70.712,True,,0.0,"none — LTE, no departure applied",FeI_4200_6910_kpno_solar_atlas_solar_kpno_molecfit_corrected_SYNTH_GRADED_synth-mean3D-LTE-gerber-stagger_lines.csv
Fe,I,VIS,solar_kpno_molecfit_corrected,GRADED,SYNTH,synth-mean3D-NLTE-gerber-stagger,,7.552,4289.08,7.527,436.959,True,,0.0,"none — LTE, no departure applied",FeI_4200_6910_kpno_solar_atlas_solar_kpno_molecfit_corrected_SYNTH_GRADED_synth-mean3D-NLTE-gerber-stagger_lines.csv
Fe,I,VIS,solar_kpno_molecfit_corrected,GRADED,SYNTH,synth-mean3D-NLTE-gerber-stagger,,7.552,4372.982,7.475,339.039,True,,0.0,"none — LTE, no departure applied",FeI_4200_6910_kpno_solar_atlas_solar_kpno_molecfit_corrected_SYNTH_GRADED_synth-mean3D-NLTE-gerber-stagger_lines.csv
Fe,I,VIS,solar_kpno_molecfit_corrected,GRADED,SYNTH,synth-mean3D-NLTE-gerber-stagger,,7.552,4488.906,7.507,15.261,True,,0.0,"none — LTE, no departure applied",FeI_4200_6910_kpno_solar_atlas_solar_kpno_molecfit_corrected_SYNTH_GRADED_synth-mean3D-NLTE-gerber-stagger_lines.csv
Fe,I,VIS,solar_kpno_molecfit_corrected,GRADED,SYNTH,synth-mean3D-NLTE-gerber-stagger,,7.552,4495.391,7.189,90.697,True,,0.0,"none — LTE, no departure applied",FeI_4200_6910_kpno_solar_atlas_solar_kpno_molecfit_corrected_SYNTH_GRADED_synth-mean3D-NLTE-gerber-stagger_lines.csv
Fe,I,VIS,solar_kpno_molecfit_corrected,GRADED,SYNTH,synth-mean3D-NLTE-gerber-stagger,,7.552,4531.636,7.586,13.625,True,,0.0,"none — LTE, no departure applied",FeI_4200_6910_kpno_solar_atlas_solar_kpno_molecfit_corrected_SYNTH_GRADED_synth-mean3D-NLTE-gerber-stagger_lines.csv
Fe,I,VIS,solar_kpno_molecfit_corrected,GRADED,SYNTH,synth-mean3D-NLTE-gerber-stagger,,7.552,4554.451,7.387,43.343,True,,0.0,"none — LTE, no departure applied",FeI_4200_6910_kpno_solar_atlas_solar_kpno_molecfit_corrected_SYNTH_GRADED_synth-mean3D-NLTE-gerber-stagger_lines.csv
Fe,I,VIS,solar_kpno_molecfit_corrected,GRADED,SYNTH,synth-mean3D-NLTE-gerber-stagger,,7.552,4565.662,7.48,9.146,True,,0.0,"none — LTE, no departure applied",FeI_4200_6910_kpno_solar_atlas_solar_kpno_molecfit_corrected_SYNTH_GRADED_synth-mean3D-NLTE-gerber-stagger_lines.csv
Fe,I,VIS,solar_kpno_molecfit_corrected,GRADED,SYNTH,synth-mean3D-NLTE-gerber-stagger,,7.552,4574.216,7.676,7.255,True,,0.0,"none — LTE, no departure applied",FeI_4200_6910_kpno_solar_atlas_solar_kpno_molecfit_corrected_SYNTH_GRADED_synth-mean3D-NLTE-gerber-stagger_lines.csv
Fe,I,VIS,solar_kpno_molecfit_corrected,GRADED,SYNTH,synth-mean3D-NLTE-gerber-stagger,,7.552,4611.184,7.259,39.043,True,,0.0,"none — LTE, no departure applied",FeI_4200_6910_kpno_solar_atlas_solar_kpno_molecfit_corrected_SYNTH_GRADED_synth-mean3D-NLTE-gerber-stagger_lines.csv
Fe,I,VIS,solar_kpno_molecfit_corrected,GRADED,SYNTH,synth-mean3D-NLTE-gerber-stagger,,7.552,4708.968,7.768,12.028,True,,0.0,"none — LTE, no departure applied",FeI_4200_6910_kpno_solar_atlas_solar_kpno_molecfit_corrected_SYNTH_GRADED_synth-mean3D-NLTE-gerber-stagger_lines.csv
Fe,I,VIS,solar_kpno_molecfit_corrected,GRADED,SYNTH,synth-mean3D-NLTE-gerber-stagger,,7.552,4720.962,7.536,42.042,True,,0.0,"none — LTE, no departure applied",FeI_4200_6910_kpno_solar_atlas_solar_kpno_molecfit_corrected_SYNTH_GRADED_synth-mean3D-NLTE-gerber-stagger_lines.csv
Fe,I,VIS,solar_kpno_molecfit_corrected,GRADED,SYNTH,synth-mean3D-NLTE-gerber-stagger,,7.552,4726.137,7.397,7.686,True,,0.0,"none — LTE, no departure applied",FeI_4200_6910_kpno_solar_atlas_solar_kpno_molecfit_corrected_SYNTH_GRADED_synth-mean3D-NLTE-gerber-stagger_lines.csv
Fe,I,VIS,solar_kpno_molecfit_corrected,GRADED,SYNTH,synth-mean3D-NLTE-gerber-stagger,,7.552,4741.069,7.581,118.825,True,,0.0,"none — LTE, no departure applied",FeI_4200_6910_kpno_solar_atlas_solar_kpno_molecfit_corrected_SYNTH_GRADED_synth-mean3D-NLTE-gerber-stagger_lines.csv
Fe,I,VIS,solar_kpno_molecfit_corrected,GRADED,SYNTH,synth-mean3D-NLTE-gerber-stagger,,7.552,4787.827,7.621,4.023,True,,0.0,"none — LTE, no departure applied",FeI_4200_6910_kpno_solar_atlas_solar_kpno_molecfit_corrected_SYNTH_GRADED_synth-mean3D-NLTE-gerber-stagger_lines.csv
Fe,I,VIS,solar_kpno_molecfit_corrected,GRADED,SYNTH,synth-mean3D-NLTE-gerber-stagger,,7.552,4807.708,7.693,4.253,True,,0.0,"none — LTE, no departure applied",FeI_4200_6910_kpno_solar_atlas_solar_kpno_molecfit_corrected_SYNTH_GRADED_synth-mean3D-NLTE-gerber-stagger_lines.csv
Fe,I,VIS,solar_kpno_molecfit_corrected,GRADED,SYNTH,synth-mean3D-NLTE-gerber-stagger,,7.552,4860.978,7.909,98.805,True,,0.0,"none — LTE, no departure applied",FeI_4200_6910_kpno_solar_atlas_solar_kpno_molecfit_corrected_SYNTH_GRADED_synth-mean3D-NLTE-gerber-stagger_lines.csv
Fe,I,VIS,solar_kpno_molecfit_corrected,GRADED,SYNTH,synth-mean3D-NLTE-gerber-stagger,,7.552,4875.877,7.549,32.446,True,,0.0,"none — LTE, no departure applied",FeI_4200_6910_kpno_solar_atlas_solar_kpno_molecfit_corrected_SYNTH_GRADED_synth-mean3D-NLTE-gerber-stagger_lines.csv
Fe,I,VIS,solar_kpno_molecfit_corrected,GRADED,SYNTH,synth-mean3D-NLTE-gerber-stagger,,7.552,4896.439,7.659,9.183,True,,0.0,"none — LTE, no departure applied",FeI_4200_6910_kpno_solar_atlas_solar_kpno_molecfit_corrected_SYNTH_GRADED_synth-mean3D-NLTE-gerber-stagger_lines.csv
Fe,I,VIS,solar_kpno_molecfit_corrected,GRADED,SYNTH,synth-mean3D-NLTE-gerber-stagger,,7.552,4905.133,7.398,3.254,True,,0.0,"none — LTE, no departure applied",FeI_4200_6910_kpno_solar_atlas_solar_kpno_molecfit_corrected_SYNTH_GRADED_synth-mean3D-NLTE-gerber-stagger_lines.csv
Fe,I,VIS,solar_kpno_molecfit_corrected,GRADED,SYNTH,synth-mean3D-NLTE-gerber-stagger,,7.552,4907.732,7.453,45.021,True,,0.0,"none — LTE, no departure applied",FeI_4200_6910_kpno_solar_atlas_solar_kpno_molecfit_corrected_SYNTH_GRADED_synth-mean3D-NLTE-gerber-stagger_lines.csv
Fe,I,VIS,solar_kpno_molecfit_corrected,GRADED,SYNTH,synth-mean3D-NLTE-gerber-stagger,,7.552,4911.529,7.548,58.001,True,,0.0,"none — LTE, no departure applied",FeI_4200_6910_kpno_solar_atlas_solar_kpno_molecfit_corrected_SYNTH_GRADED_synth-mean3D-NLTE-gerber-stagger_lines.csv
Fe,I,VIS,solar_kpno_molecfit_corrected,GRADED,SYNTH,synth-mean3D-NLTE-gerber-stagger,,7.552,4911.779,7.546,19.399,True,,0.0,"none — LTE, no departure applied",FeI_4200_6910_kpno_solar_atlas_solar_kpno_molecfit_corrected_SYNTH_GRADED_synth-mean3D-NLTE-gerber-stagger_lines.csv
Fe,I,VIS,solar_kpno_molecfit_corrected,GRADED,SYNTH,synth-mean3D-NLTE-gerber-stagger,,7.552,4933.873,7.508,32.085,True,,0.0,"none — LTE, no departure applied",FeI_4200_6910_kpno_solar_atlas_solar_kpno_molecfit_corrected_SYNTH_GRADED_synth-mean3D-NLTE-gerber-stagger_lines.csv
Fe,I,VIS,solar_kpno_molecfit_corrected,GRADED,SYNTH,synth-mean3D-NLTE-gerber-stagger,,7.552,4934.084,7.444,39.727,True,,0.0,"none — LTE, no departure applied",FeI_4200_6910_kpno_solar_atlas_solar_kpno_molecfit_corrected_SYNTH_GRADED_synth-mean3D-NLTE-gerber-stagger_lines.csv
Fe,I,VIS,solar_kpno_molecfit_corrected,GRADED,SYNTH,synth-mean3D-NLTE-gerber-stagger,,7.552,5023.498,7.655,40.461,True,,0.0,"none — LTE, no departure applied",FeI_4200_6910_kpno_solar_atlas_solar_kpno_molecfit_corrected_SYNTH_GRADED_synth-mean3D-NLTE-gerber-stagger_lines.csv
Fe,I,VIS,solar_kpno_molecfit_corrected,GRADED,SYNTH,synth-mean3D-NLTE-gerber-stagger,,7.552,5099.077,7.591,76.571,True,,0.0,"none — LTE, no departure applied",FeI_4200_6910_kpno_solar_atlas_solar_kpno_molecfit_corrected_SYNTH_GRADED_synth-mean3D-NLTE-gerber-stagger_lines.csv
Fe,I,VIS,solar_kpno_molecfit_corrected,GRADED,SYNTH,synth-mean3D-NLTE-gerber-stagger,,7.552,5129.631,7.686,60.611,True,,0.0,"none — LTE, no departure applied",FeI_4200_6910_kpno_solar_atlas_solar_kpno_molecfit_corrected_SYNTH_GRADED_synth-mean3D-NLTE-gerber-stagger_lines.csv
Fe,I,VIS,solar_kpno_molecfit_corrected,GRADED,SYNTH,synth-mean3D-NLTE-gerber-stagger,,7.552,5285.127,7.722,54.546,True,,0.0,"none — LTE, no departure applied",FeI_4200_6910_kpno_solar_atlas_solar_kpno_molecfit_corrected_SYNTH_GRADED_synth-mean3D-NLTE-gerber-stagger_lines.csv
Fe,I,VIS,solar_kpno_molecfit_corrected,GRADED,SYNTH,synth-mean3D-NLTE-gerber-stagger,,7.552,5288.525,7.458,60.007,True,,0.0,"none — LTE, no departure applied",FeI_4200_6910_kpno_solar_atlas_solar_kpno_molecfit_corrected_SYNTH_GRADED_synth-mean3D-NLTE-gerber-stagger_lines.csv
Fe,I,VIS,solar_kpno_molecfit_corrected,GRADED,SYNTH,synth-mean3D-NLTE-gerber-stagger,,7.552,5373.709,7.537,58.607,True,,0.0,"none — LTE, no departure applied",FeI_4200_6910_kpno_solar_atlas_solar_kpno_molecfit_corrected_SYNTH_GRADED_synth-mean3D-NLTE-gerber-stagger_lines.csv
Fe,I,VIS,solar_kpno_molecfit_corrected,GRADED,SYNTH,synth-mean3D-NLTE-gerber-stagger,,7.552,5379.574,7.566,60.359,True,,0.0,"none — LTE, no departure applied",FeI_4200_6910_kpno_solar_atlas_solar_kpno_molecfit_corrected_SYNTH_GRADED_synth-mean3D-NLTE-gerber-stagger_lines.csv
Fe,I,VIS,solar_kpno_molecfit_corrected,GRADED,SYNTH,synth-mean3D-NLTE-gerber-stagger,,7.552,5403.822,7.378,137.146,True,,0.0,"none — LTE, no departure applied",FeI_4200_6910_kpno_solar_atlas_solar_kpno_molecfit_corrected_SYNTH_GRADED_synth-mean3D-NLTE-gerber-stagger_lines.csv
Fe,I,VIS,solar_kpno_molecfit_corrected,GRADED,SYNTH,synth-mean3D-NLTE-gerber-stagger,,7.552,5473.9,7.628,78.097,True,,0.0,"none — LTE, no departure applied",FeI_4200_6910_kpno_solar_atlas_solar_kpno_molecfit_corrected_SYNTH_GRADED_synth-mean3D-NLTE-gerber-stagger_lines.csv
Fe,I,VIS,solar_kpno_molecfit_corrected,GRADED,SYNTH,synth-mean3D-NLTE-gerber-stagger,,7.552,5481.438,7.745,60.42,True,,0.0,"none — LTE, no departure applied",FeI_4200_6910_kpno_solar_atlas_solar_kpno_molecfit_corrected_SYNTH_GRADED_synth-mean3D-NLTE-gerber-stagger_lines.csv
Fe,I,VIS,solar_kpno_molecfit_corrected,GRADED,SYNTH,synth-mean3D-NLTE-gerber-stagger,,7.552,5483.099,7.588,59.299,True,,0.0,"none — LTE, no departure applied",FeI_4200_6910_kpno_solar_atlas_solar_kpno_molecfit_corrected_SYNTH_GRADED_synth-mean3D-NLTE-gerber-stagger_lines.csv
Fe,I,VIS,solar_kpno_molecfit_corrected,GRADED,SYNTH,synth-mean3D-NLTE-gerber-stagger,,7.552,5493.499,6.952,115.45,True,,0.0,"none — LTE, no departure applied",FeI_4200_6910_kpno_solar_atlas_solar_kpno_molecfit_corrected_SYNTH_GRADED_synth-mean3D-NLTE-gerber-stagger_lines.csv
Fe,I,VIS,solar_kpno_molecfit_corrected,GRADED,SYNTH,synth-mean3D-NLTE-gerber-stagger,,7.552,5532.747,7.339,66.202,True,,0.0,"none — LTE, no departure applied",FeI_4200_6910_kpno_solar_atlas_solar_kpno_molecfit_corrected_SYNTH_GRADED_synth-mean3D-NLTE-gerber-stagger_lines.csv
Fe,I,VIS,solar_kpno_molecfit_corrected,GRADED,SYNTH,synth-mean3D-NLTE-gerber-stagger,,7.552,5538.516,7.619,58.75,True,,0.0,"none — LTE, no departure applied",FeI_4200_6910_kpno_solar_atlas_solar_kpno_molecfit_corrected_SYNTH_GRADED_synth-mean3D-NLTE-gerber-stagger_lines.csv
Fe,I,VIS,solar_kpno_molecfit_corrected,GRADED,SYNTH,synth-mean3D-NLTE-gerber-stagger,,7.552,5554.894,7.47,113.892,True,,0.0,"none — LTE, no departure applied",FeI_4200_6910_kpno_solar_atlas_solar_kpno_molecfit_corrected_SYNTH_GRADED_synth-mean3D-NLTE-gerber-stagger_lines.csv
Fe,I,VIS,solar_kpno_molecfit_corrected,GRADED,SYNTH,synth-mean3D-NLTE-gerber-stagger,,7.552,5563.6,7.534,64.103,True,,0.0,"none — LTE, no departure applied",FeI_4200_6910_kpno_solar_atlas_solar_kpno_molecfit_corrected_SYNTH_GRADED_synth-mean3D-NLTE-gerber-stagger_lines.csv
